text,label
"السور الخارجي",plumbing
"حامل شطاف الكرسي يتحرك وغير ثابت",plumbing
"تم رفع طلبات الصيانة سابقا ولم يتم الانتهاء منها: ١- عطل في باب الكراج ٢- رطوبة في الجدران الخارجية للحوش          شريف ٣- احد المكيفات ما يوصل له كهرباء ٤- يوجد مشكلة في شافط الهواء لاحد الحمامات ٥- يوجد تسريب مابعد الأمطار من خلال احد المكيفات",garage_door
"يوجد تسريب لا اعلم مصدرة الخزان يفضى بسرعه وصوت الدينمو عالي",plumbing
"يوجد اكثر من بلاطة داخلية مكسروه",ceramics
"الحمام بالدور الاول مابين الغرفتين رائحته كريهه. آمل اصلاح الخلل",drainage
"١- دهان جدار الحوش بحاجة الى تعديل ٢- يوجد تشققات داخلية في البلاط وكسور صغيرة",paints
"تحيه طيبه تم استلام الوحدة ولاحظت الآتي في دورات المياه: ١. طبطبه في بلاط الحمامات.       شريف ٢. رائحة كريهة في الحمامات. ٣. عدم عمل مراوح الشفط في الحمامات بشكل جيد. ٤. الانتركوم لا يعمل بشكل جيد.",ceramics
"ب صيانة – انتفاخ في البوية السلام عليكم ورحمة الله وبركاته، نود إفادتكم بوجود مشكلة في الموقع الموضح بالصورة، حيث لوحظ انتفاخ في طبقة البوية على السطح، مما قد يشير إلى وجود رطوبة أو خلل في العزل. نأمل منكم التكرم بإرسال فريق الصيانة في أقرب وقت ممكن لفحص المشكلة ومعالجتها بشكل مناسب، وذلك لتفادي تفاقم الضرر مستقبلاً. شاكرين تعاونكم واهتمامكم. وتفضلوا بقبول خالص التحية،",paints
"وجود ريحه كريهه تخرج من  صفايةالحمام وضعف في سيفون كرسي حمام الرجال  وعدم وجود غطاء لخزان الماء الأرضي  اللي على مستوى البلاط مما يسبب خطر على الأطفال",drainage
"خزان الماء العلوي يحتاج تغير ، الغطاء غير ملائم وكذلك يوجد ميلان في فتحة الخزان. تم الزيارة من فريق الصيانه لم يتم تغير الخزان.",tank_broken
"تم فتح طلب سابق تنظيف الصفايات وتم اغلاقه دون حل المشكلة ولم يتم زيارة فريق الصيانة وتم التواصل مع المهندس المدني بخصوص اشكالية في الابواب الالمنيوم ولم يتم حلها",drainage
"- وجود انسدادات وبقايا إسمنت في فتحات التصريف والكراسي الصحية تحتاج تنظيف ومعالجة. - ملاحظة تشققات في الدهانات في عدة مواقع. -عدم إحكام إغلاق أبواب الألمنيوم والنوافذ بشكل صحيح. -وجود روائح في دورات المياه تستدعي الفحص والمعالجة. -ملاحظات على تمديدات التكييف والكاميرات والإنترنت تحتاج مراجعة والتأكد من عدم وجود انسدادات. - الباب الكهربائي يحتاج إعادة وزن وضبط. - وجود مشكلة في وزنية الأبواب الخارجية. - مراوح الشفط تحتاج فحص التأكد من عملها بكفاءة. - وجود تهريب في بعض المواد الصحية يتطلب فحص ومعالجة فورية. - جهاز الانتركوم صورته غير واضحه ويتأخر في الاستجابة. - عدم اغلاق مواسير التصريف تسببت في دخول الامطار للداخل .",drainage
"السلام عليكم ورحمة الله وبركاته عندي مشكله باب القراج ما يفتح لا بالزر الداخلي ولا بالريموت و الباب غير مقفل بالكامل مع بقاء أناره علبه التحكم تشتغل   اشتكي عدم وجود مفتاح للقاطع الرئيسي للبيت و يبقى باب القاطع مفتوح وهذا خطر مع الأمطار دخول المياه",garage_door
"يوجد صدى كثير بخلاطات وشطافات الماء يوجد كسور بالبلاط وجود رائحه كريهه في دورات المياه على الرغم من انه تم مسبقا رفع تذكره بهذا الخصوص وإلى الان لم تحل المشكله تسرب كبير للضوء وعدم وجود موانع للأبواب (جميع الغرف ودورات المياه) داخل الغرف. مشكله بتقشر وانتفاخ جدران الحوش ، على الرغم انه مرتين تم فتح تذاكر بهذه المشكله              شريف",plumbing
"السلام عليكم حمام الشغالة بالسطح الكرسي الإفرنجي مشبوك مع ماسورة المغسلة .. يعني كل الأوساخ راح تتجمع وتسبب ريحة وانسدادات نرجو معالجة المشكلة",drainage
"النوافذ جميعها غير محكمه اطلاقا الباب العلوي لا يغلق",doors_windows
"في يريحه في دورات المياة والنمل داخل البيت وعند الباب الخارجي",drainage
"شطاف مياه حمام المجلس يهرب موية ويحتاج استبدال",plumbing
"سبق اعادة صبغ البويه في السور الخارجي لوجود رطوبه في الجدار ولم يتم معالجة المشكله بشكل جذري  وعادة للظهور",paints
"١-يوجد انسداد في سباكة احد المكيفات ويسبب خروج الماء على الجدار ٢-تم تنظف الخزان قبل السكن لكن عند فتح المياة تخرج باللون الاصفرة ومن ثم تصبح صافية",ac_ventilation
"تسريب مياة من الشبابيك والأبواب ومن المكيفات الفيلا انعدمت من المياة .. الاثاث والباركيه تأثرت بشكل كبير للمرة الثالثة اطلب معالجة مشكلة باب الكراج وللأسف لم تعالج",waterproofing
"1- يوجد رطوبه داخل جدران الفيلا 2- يوجد بعض التشققات في جدران الفيلا سواء داخلي او خارجي 3- مشاكل في الترويبات 4- نقص في اغطية الصفايات داخل دورات المياه 5- بعض الملاحظات الاخرى يمكن تقديرها في الموقع على سبيل الميثال لا الحصر ( بعض البلاط يوجد به تشطيبات وغيرها)",waterproofing
"باب غرفة العاملة في الدور الثالث",doors
"تشققات في اسفل جدران الحوش حول منطقة الزراعة",cracks
"1 - لدي تشققات خارجيه وتنفخات تحتاج معالجه واعادة دهان 2 - مروحة الشفط فيها صوت                          وليد 3 - الابواب الداخليه تحتاج وزن للاغلاق بسلاسه 4 - النوافذ تحتاج وزن لدخول الهواء من الشباك 5 - البلاط الخارجي فيه كسور 6 - شبك الحشرات للسطح ممزق 7 - المغاسل الرخاميه تحتاج سيلكون تقفيل    وليد",cracks
"السلام عليكم، تم رفع طلب مسبق على جدران البيت ( الحوش ) ولاكن في تشققات ولسى تحتاج تعديل الله يعافيكم برفقلكم الصور للتوضيح اكثر شكراً جزيلاً",cracks
"مشكلة في تمديد النور المخفي في دورات المياه الدور العلوي",electricity
"غطاء كرسي الحمام مكسور",plumbing
"مشكلة في سكر الزاوية لغسالة الاطباق في المطبخ",plumbing
"١. يوجد عفن بجدار السيفون المخفي الرائحه قويه جدا يحتاج تكسير ومعالجة التهريب . ٢. كرسي الحمام المعلق تم اعادة تركيبه اكثر من مره ولكن الرائحة من الكرسي لا تزال موجوده و قويه يحتاج تغير الكرسي. المشكلة بحمام غرفة الماستر فقط تم رفع المشكله اكثر من ٨ مرات ولم يتم حل المشكله انا و اهلي ساكنين في البيت وفي كل مره اخذ اجازه علشان افتح للعمال و اجلس عندهم ولا يتم حل المشكله في كل مره اخذ اجازه من الدوام و استاذن من الاداره بالدوام يرجى حل المشكله اخذت اجازه يوم الاربعاء القادم لحل المشكله الحمام غير قابل للاستخدام التذاكر السابقه: 00180040 00180008",drainage
"حاجز الغبار والاتربة اسفل الباب غير مناسب",doors_windows
"تم رفع طلبات صيانه تكرارا ومرارا ويتم إغلاقها حيث لايزال خلل في الباب الجلده السفليه للباب متقطعه منذ الاستلام  والزر الأحمر مفقود منذ الاستلام ومثبت في تقرير فحص الاستلام  مما تسبب في حال فتح الباب تلقائيا وتسبب في كسر القفل والباب في حالة الإقفال  بالمفتاح ارجو الحل السريع والفوري لكي لا نضطر بالقيام  بالملاحقة القانونيه مع الشكر",doors
"مازال السقف يهرب ماء من السطح بسبب الأمطار بالضافة إلى ان الشبابيك لا تعزل الأمطار والغرف تكون مليانه ماء من الأمطار وايضاً فتحات المكيف ينزل منها مويه من الأمطار ااتمنى حل ها المشاكل بشكل قطعي وسريع الأثاث عندي سوف يتاثر وهذا غير مقبول",waterproofing
"باب المونيوم التحت وباب الخدمات بسطح تهريب مويه قوي وبيبان الخشب تحتاج صيانه الحلقات البيبان محلوله اتمنى يجيب الفني صمغ القوي افضل",doors_windows
"توجد نوافذ تم تركيبها بشكل خاطىء ولا تغلق. و الزجاج مركب بشكل معكوس يكشف ما يداخل المنزل ليلا من الخارج و يمنع من بالداخل من الرؤية خارجا",doors_windows
"١- تهريب في شطافات الحمامات ( حمام غرفة الماستر الكبيرة+ حمام النساء الدور الأرضي ) ٢- تهريب ماء من نافذة الصالة العلوية بالدور الاول + نافذة المطبخ + باب السحب الدور الثالث ٣- ديكور باب الصالة بالدور الثالث من الجهتين متحرك غير ثابت",plumbing
"السلام  عليكم ورحمة الله وبركاته لدي تسريب في موية في صالة الدور الاول  وباب السحب الدور الاول وكذلك باب السحب بالسطح وغرفة الماستر",plumbing
"باب الكراج الباب الخارجي القفل",garage_door
"تسريب امطار من الدرايش والباب وكذلك قماش باب الكراج تسريب امطار من الدرايش والباب وكذلك قماش باب الكراج",waterproofing
"السادة / شركة ريتال المحترمين، السلام عليكم ورحمة الله وبركاته، أود إفادتكم بوجود عدد من الملاحظات التي ظهرت لدي نتيجة هطول الأمطار، والتي تتطلب منكم التكرم بسرعة معالجتها، وذلك لتفادي تفاقم الأضرار المادية. وتتمثل الملاحظات فيما يلي: - وجود تسرب مياه من خلال فتحات التكييف. - وجود تسرب من خلال الألمنيوم. - وجود ملاحظة في بورسلان دورة المياه الخاصة بالغرفة الرئيسية. نأمل منكم التكرم باتخاذ الإجراءات اللازمة بشكل عاجل لمعالجة هذه الملاحظات، نظرًا لما ترتب عليها من أضرار مادية. - فيلا رقم 107",ac_ventilation
"تسرب الامطار من باب الالمنيوم و الشباك السحب بالدور الاخير",waterproofing
"يوجد تسريب ورطوبه في احد جدران الغرف ، وقد تم فتح تذكرتين مسبقه لتسريب النوافذ ولم تتم الاستجابة",waterproofing
"ملاحظات دهانات متكررة وشكوى من يناير لم يتم حلها",paints
"وجود نمل بشكل كبير أمام فتحة الصرف الصحي المقابله للكراج",pest_control
"السلام عليكم فيه مشكله في لون الماء فيه مشكله في نوافذ الالمونيوم ماتتقفل صح فيه مشكله تسريب ماء مطر من المكيف فيه مشكله في تسرب من سقف الدرج فيه مشكله في الشطاف في دورة المياه",plumbing
"الماء لا يتم تصريفه من السطح                  وليد نوافذ الالمنيوم لم يتم وزنها بشكل صحيح ومفتوحه اثناء الغلق",drainage
"الجرجور الكهربائي مكسور وتعدر تمديد الكهرباء له موجود بلحوش الين الخارج ومرفق لكم للتوضيح اكثر",garage_door
"ماصورة تصريف مياه الأمطار تحتاج إلى تنظيف الأمطار انتهت الصباح ولا زالت متصورة تصريف المياه تنزل ماء",drainage
"مروحة الشفط في غرفة الخادمة تسريب من شباك غرفة السطح تسريب من شباك غرفة الخادمة باب الكراج فيه مشكله باب المدخل الرئيسي يحتاج تبديل بالكامل لوجود تلف لا يمكن معالجته باب غرفة النوم الرئيسية تحتاج تبديل بالكامل لوجود تلف لا يمكن معالجته ترويب انترلوك مدخل الشارع ( الارضيات ) يوجد ميول في رصيف الشارع عند الباب الرئيسي للڤيلا بما يتسبب بتجمع مياه الامطار عند الباب وجود مشاكل في غطاء الخزان الارضي بما لا يجعله يعمل بالشكل الصحيح وجود مشاكل في الدرج كما في الصورة ويحتاج اصلاح وترويب",ac_ventilation
"مروحة الشفط في غرفة الخادمة تسريب من شباك غرفة السطح تسريب من شباك غرفة الخادمة باب الكراج فيه مشكله باب المدخل الرئيسي يحتاج تبديل بالكامل لوجود تلف لا يمكن معالجته باب غرفة النوم الرئيسية تحتاج تبديل بالكامل لوجود تلف لا يمكن معالجته ترويب انترلوك مدخل الشارع ( الارضيات ) يوجد ميول في رصيف الشارع عند الباب الرئيسي للڤيلا بما يتسبب بتجمع مياه الامطار عند الباب وجود مشاكل في غطاء الخزان الارضي بما لا يجعله يعمل بالشكل الصحيح وجود مشاكل في الدرج كما في الصورة ويحتاج اصلاح وترويب تنظيف الحدائق الخارجية واصلاحها",ac_ventilation
"باب الكراج لايعمل من الداخل وكذلك مضخة الماء",garage_door
"كسر غطاء غرفة التفتيش السطح العلوي الخاص بالمواصير السباكة بحاجة لشطافات وتثبيت للخلاط     وليد الابواب الباب الامنيوم لا يغلق الباب الخشب لا يغلق تشققات داخليه السيراميك بحاجه لتعديل الميول ترويبات داخليه  وخارجية سيراميك ورخام يوجد سيراميك في الملحق يصدر منه حراره عالية يوجد حركة وعدم ثبات السيراميك السلالم يوجد اطارف حادة النوافد غرفة الخادمة دخول الماء معها وقت الامطار",waterproofing
"السلام عليكم ورحمة الله وبركاته احتاج صيانة في الفيلا مشروع نساج النرجس رقم 319 1/ انسداد تصريف السطح2/ تسريب مياه من الأبواب والنوافذ 3/ عطل عوامة الخزان",drainage
"مروحة الشفط في غرفة الخادمة تسريب من شباك غرفة السطح تسريب من شباك غرفة الخادمة باب الكراج فيه مشكله باب المدخل الرئيسي يحتاج تبديل بالكامل لوجود تلف لا يمكن معالجته باب غرفة النوم الرئيسية تحتاج تبديل بالكامل لوجود تلف لا يمكن معالجته ترويب انترلوك مدخل الشارع ( الارضيات ) يوجد ميول في رصيف الشارع عند الباب الرئيسي للڤيلا بما يتسبب بتجمع مياه الامطار عند الباب وجود مشاكل في غطاء الخزان الارضي بما لا يجعله يعمل بالشكل الصحيح وجود مشاكل في الدرج كما في الصورة ويحتاج اصلاح وترويب",ac_ventilation
"انسداد في ماصورة صرف المياه في السطح . وتجمع المياه",drainage
"1/الصرف الصحي فائض وخرج من الفتحه يبدو ان هناك انسداد 2/باب الكراج يوجد ميول في الباب وخروج القماش الجانبي من الجهتين من مكانه واصبح يعيق اقفال الباب. 3/ يوجد 3 غرف بالدور الاول مشكله في اغلاق النوافذ اثناء اغلاقها لاتغلق بشكل صحيح يوجد فراغات(غرفتين ماستر) + غرفه غير ماستر     شريف التوصل 0554201450",drainage
"يوجد فراغ في الالمنيوم ممت يسبب دخول الهواء الخارجي https://retal-objects.yukiroad.ovh/tickets/pictures/mt18vta2405gzw1mt18vta31mt18vta4.png",doors_windows
"النور المخفي في احد ادراج المطبخ تعطل",electricity
"السلام عليكم ورحمة الله وبركاته، أود التقدم بطلب صيانة للجدار الموضح في الصور، حيث توجد آثار تآكل في الدهان واحتمال رطوبة. كما تبين وجود تسريب مياه من النوافذ بعد الامطار. واضرار على الترويبات. نأمل إرسال فريق فني لفحص الموقع وتحديد سبب المشكلة ومعالجتها. شاكرين تعاونكم.",paints
"السلام عليكم ورحمة الله وبركاته، أود التقدم بطلب صيانة للجدار الموضح في الصور، حيث توجد آثار تآكل في الدهان واحتمال رطوبة. كما تبين وجود تسريب مياه من النوافذ بعد الامطار. واضرار على الترويبات. نأمل إرسال فريق فني لفحص الموقع وتحديد سبب المشكلة ومعالجتها. شاكرين تعاونكم.",paints
"السلام عليكم أنا صاحب الفيلا رقم 441 في نساج تاون النرجس أفيدكم بحصول أرماس كهربائي وعطل في جزء كبير من كهرباء المنزل وكذلك دينمو المياه في السطح ولم يبقى إلا لمبات قليله وتم التواصل مع شركة الكهرباء وأفادوا بوجود التماس كهربائي بالإضافه الى تسرب مياه فترة المطر السابقه في الصاله السفليه والعلوية وغرفة الخادمه",electricity
"إلى فريق خدمة العملاء في نساج، السلام عليكم ورحمة الله وبركاته، أتقدم إليكم بهذا الإيميل بخصوص مشكلة مستمرة ومعاناة لم يتم حلها منذ فترة طويلة في سكني الواقع في مشروع نساج تاون النرجس، فلة رقم 280، باسم حمد المقبل. أحيطكم علماً بوجود رائحة كريهة جداً ومستمرة في حمام غرفة 'الماستر'، مما جعل الغرفة بالكامل غير قابلة للاستخدام أو النوم فيها، وهذا أمر غير مقبول بتاتاً في مشروع سكني يفترض به الجودة. تفاصيل الزيارة الأخيرة: بناءً على التذكرة رقم (00182825)، قام المشرف المسؤول 'أبو رهف' مع فريق السباكة بمعاينة الموقع، وأقروا بوجود المشكلة، وكان القرار هو أن الإدارة ستتواصل معي لترتيب تغيير الكرسي والسيفون ومعالجة أي تهريب داخلي، ولكن للأسف لم يتم التواصل معي حتى تاريخه. سجل المتابعة: لقد قمت برفع هذه المشكلة أكثر من 9 مرات دون أي حل جذري، وفيما يلي أرقام التذاكر السابقة للرجوع إليها: • 00182825 (الأخيرة) • 0180040 • 00180008 • 00179004 • 00178853",drainage
"جدار السطح مع الامطار فيه مشكله عليه رطوبه حسب الصوره المرفقه  المغسله تهرب حسب الصوره المرفقه",waterproofing
"توفير مفتاح قفل القاطع الرئيسي",electricity
"عندي مشكله في اقفال الابواب الخارجيه عندي مشكله في الشبابيك عندي خمس شطفات خربانه            وليد احتاج مفتاح لطبلون الكهرب الخارجي عندي تشققات في الجدران الخارجي يحتاج تصليح في جو صحو",doors_windows
"الاخوه الكرام باب الالمنيوم السحب للدور الارضي يوجد مشكله ولدي تهريب من غرفة الخادمه تسبب في تشوه للبويه الخارجيه ولدي روائح تخرج من دورات المياه",doors_windows
"تركيب نعله وترويبه للحوش",grading
"يوجد تجمع للمياه أمام مدخل البيت بسبب عدم اتزان تتجمع بركه نامل حل الموضوع يدخل تراب وحشرات من جميع النوافذ نامل المعالجه",grading
"يوجد خمس نوافذ من النوافذ الكبيرة  لا يوجد عليها شبك حماية من الباعوض",doors_windows
"ماصورة النحاس لمكيف المطبخ مشبوكه صعودا الى غرفه الخادمه بالسطح بعدها لم يكمل المقاول اثناء التمديد الماصوره لسطح الخدمات(سقف غرفة الشغاله) بختصار المشكله تحتاج تكسير جدار الخادمه 3 متر ووضع ماصورة تكييف توصل من اول جدار الخادمه(عند النعله) الى سقف الخادمه حيث تكملة الماسوره. (يوجد فراغ 3 متر بحاجة لتكسير ووضع ماصوره ثم تلييس وبوية) هذا سبب تعطلنا عن السكن حيث تحتاج عمل تكسير و تمديد وتلييس وصبغ بويه!! ارجوا الاسراع لتواصل لتوضيح عند عدم فهم المشكله 0554201450",ac_ventilation
"يوجد مشاكل متعددة يتم اغلاق التذكرة دون حل المشكلة ماهو السبب وراء هذا الامر",plumbing
"سيفون كرسي حمام الصالة العلوية يسرب على حمام الصالة السفلي حيث ان احد مسامير الجبس في الحمام السفلي هو المسبب في التسريب علما ان الفيلا غير مسكونه بعد لكن حصل ان احد العمال عندي استخدم الحمام بالأمس وظهرت المشكله",plumbing
"احتاج تغيير السيراميك عندي مكسور 10 حبات داخلي و8 حبات خارجي و6 حبات ارضية الحمام  و3 حبات جدار الحمام",ceramics
"لا يوجد دفع للمياه في الطابق العلوي",pumps
"يوجد دورة مياه بالدور الثاني بها انسداد بالصرف الصحي كما احتاج تنظيف كل فتحات التصريف للتنظيف بسبب الرائحة الكريهة ووجود بقايا مواد البناء وأيضا يوجد تسريب للماء من بعض النوافذ وبعض السيراميك يحتاج ترويبه ويوجد باب خشبي به مشكله عند الاغلاق",drainage
"لم يتم تسليم المفتاح للباب الجانبي ورفعت تذكره لمعالجه المشكله وتم تغيير القفل بطريقه غير احترافيه حيث تم خدش وطعج الباب من ما ادا الى تشوه البرواز الداخلي والخارجي للباب وعدم اقفاله بطريقه جيده اتمنى من فريق ريتال المحترمين معالجة المشكله وشكراً",doors_windows
"يوجد في الحوش انتفاخات في البوية وتقشير",paints
"الباب الخارجي لا يعمل مع جهاز الجرس ويحتاج الى ضبط",doors_windows
"مشكله في الابواب تحتاج تعديل وصيانه الدور الارضي والسطح  مشكله في السور قد تسبب بمشاكل انشائيه تتطلب علاج مشكله في ميول البلاط، اتضحت بعد الغسيل عند المطبخ والحوش الخارجي",doors_windows
"السلام عليكم دورات المياه لايوجد بيها عزل او كوع  للرايحه مما سبب روائح كريها بالمنزل ، وحمام الدور الثاني يحتاج وزن الما يخرج لغرفة العامله .",drainage
"عندي تهريب في سقف غرفة الخادمة وسبق ان رفعت طلب الصيانة وتمت معاينة المشكلة لكن لم يتم اصلاحها. حتى الان",waterproofing
"لم اسكن حتى الآن ووجدت الزجاج في الدرج مكسور",doors_windows
"التصريف حق مغسلة غرفة  الي بجانب الماستر يهرب",plumbing
"السلام عليكم : الموضوع (وجود ملاحظات خلال وقت تسليم الوحدة والتعهد من قبل ممثل الشركة والمهندس المسؤول عن الوحدة بإصلاحها) اتقدم بهذه الشكوى لما لوحظ من عدم تجاوب من قسم الصيانة بعد تسليم الوحدة بشأن بعض المشكلات وعلى وجه الخصوص مشكلات (الابواب والبلاط) ، حيث أنه عند تسليم الوحدة كان هناك كثير من الملاحظات منها على سبيل المثال (تعطّل) عدد ٧ مراوح شفط ، وملاحظات اخرى تم رفع تذاكر بشأنها مع اصلاح بعضها والبعض الاخر مثل مشكلات (الابواب) فان التذكرة تغلق مع عدم اصلاحها او التواصل بشأنها ، علمًا انه عند توقيع عقد تسليم الوحدة وذلك في موقع الوحدة تعهد ممثل الشركة و المهندس المسؤول (اسماعيل صادق) بأنه سيتم اصلاح والعمل على جميع الملاحظات ، ولكن بمجرد التوقيع تم ترك الوحدة تمامًا دون اكمال لأي اصلاحات او صيانة ، حتى ان مراوح الشفط كانت مفككة ومُرماة على الارض وقد شاهد ذلك المهندس (الوليد موسى) عند طلب الصيانة لها فيما بعد ، اما الملاحظات المتعلقة بـ(الأبواب والبلاط) فلم يكن هناك تجاوب فيما عدا الوقوف من قبل المهندس المسؤول على الملاحظات ومشاهدتها ، وبعد ذلك تم رفع الكثير من التذاكر وتغلق",ac_ventilation
"السلام عليكم … مرفق لكم صور توضح بعض الملاحظات تحتاج صيانة في : ١-دهانات الاسوار حيث تضررت من الامطار ٢- كراك خارجي بملحق غرفة الخادمة ودهان لذروة السطح بجانب خزان المياه العلوي المتصرر من الامطار ٣- تسريب امطار من باب الالمنيوم في غرفة الملحق العلوي على السطح وتضرر الدهان الداخلي تحته ويحتاج بعد معالجة الدهان وضع سيليكون لاقفال الفراغات التي تسمح للمياه بالدخول. ٤- اعادة دهان للدرج الداخلي مع اصلاح تشقق حيث عند صيانة الدرج اخرة مرة تم دهانه بلون دهان مختلف وموضح بالصورة فنأمل استخدام نفس نوع الدهان الداخلي للڤيلا. ٥- تشقق بجدار بغرفة النوم الرئيسية مع غرفة النوم المطلة على الفناء الداخلي  مع ضرورة دهان الجدار بنفس اللون المستهدم بالڤيلا. - تغيير نعلة بغرفة الخادمة  لأن لونها مختلف.",paints
"مشكلة في افياش الكهرب ومشكلة في الابواب",electricity
"رائحة كريهة من الحمام المشترك بين الغرفتين لا تذهب",drainage
"الحشرات في الحوش متواجده بشكل كبير ودخولها الى البيت ايضا الشطاف في الحمام عطلان وايضا كرسي الحمام حجمه صغير جدا ومختلف عن بقيه الحمامات تنظيف خزان المياه",pest_control
"التكييف في الصاله لا يبرد تكييف بعض الغرف يثلج التكييف كامل محتاج تشييك وصيانه ما يحتاج له صيانه",ac_ventilation
"اصلاح  الزر الاحمر لجهاز فتح الكراج اصلاح ربل مجرى باب الكراج إصلاح تشققات السطح تعديل بلاط عتبة مقابل مدخل السيارة للتواصل رقم 0564889988",garage_door
"ريحة البيت صرف صحي ، ومتمركزه في الأدوار الأرضي ، والدور الثاني بشكل كبييير ، اما استخدام الأجهزة للكشف عنها ، حيث تم زايره اكثر من مره ولم تحل المشكلة",plumbing
"اصلاح صنبور الغسالة",plumbing
"قمت بإحضار كهربائي لغرض تركيب نور ليد مخفي في منطقة الشور لدورات المياه في الدور الثاني وواجهنا مشكلة في التركيب حيث ان اسلاك الكهرباء مكشوفة ولا يوجد مكان لها وهذا يشكل خطر. عليه يرجى التكرم بتكليف احد المهندسين لزيارة الفيلا وايجاد حل آمن",electricity
"بلاط مكسور في الحمام",ceramics
"غطاء كرسي التواليت في الدور الارضي مكسور",plumbing
"يوجد حفرة تحت السور تحتاج اسمنت بسيط  جلدة النافذة يحتاج تثبيت  شفاط حمام غرفة الماستر ضعيف  قلب باب الغرفة ثقيل يحتاج وزنية وتزييت",structural
"تحية طيبة عوامة احد السيفونات خربانه يبيلها تغيير    وليد عندي حمامين الشطافات والمراوش خربانه وتهرب مغسلة احد الحمامات فيها مشاكل              وليد تعديل ميول البلاط عند الباب الخارجي لان المويه لاتخرج من البيت يوجد تشققات للبوية الخارجية شاكر ومقدر لكم",plumbing
"انفكت مسكة الطاقة + تعديل مقدار فتحة النافذة لغرف الاطفال + واحدة من نوافذ الاطفال ما تغلق بالكامل",electricity
"الباب لايمكن اغلاقه",doors_windows
"الاخوه الكرام لدي عدة ملاحظات غرفة الخادمه يوجد تهريب مما اثر على السور الخارجي للمبنى + ابواب السحب لاتغلق + باب الكراج يفتح من نفسه لابد من إعادة البرمجه للريموت + يوجد روائح من دورات المياه يحتاج المبني للتنظيف + يوجد تشققات في البويه الخارجيه مما يستدعي اصلاحه + الربل لاحد الابواب متقطع وقت الامطار يدخل على البيت + ميول البلاط يحتاج اصلاح",waterproofing
"إصلاح زفلتة الشارع امام المنزل وإضافة شجرة في الفراغ",plumbing
"غطاء الخزان الارضي غير سليم وبه كسور وعيوب لا يوجد لدي مفتاح اقفل الطبلون الخاص بالكهرباء",tank_cover
"‏السلام عليكم ‏أريد طلب تعبئة خزان المياه ‏ولدي بعض المشاكل في خزان المياه حيث أن الماء لا تصل للخزان العلوي . ‏وأيضا هناك بعض المشاكل في اللياسه لجدار الحوش",pumps
"رائحه كريه تصدر من حمام العامله ومراوح الشفط في جميع الحمامات لم تتصل بالخرطوم",drainage
"السلام عليكم شكرا جزيلا لاهتمامكم ودعمكم المستمر، الاحظ في الشجرة المزروعه امام منزلي انها ذبلت اوراقها واعتقد ان الماء لايصلها مثل الاشجار الباقيه في الحي. ارجو التكرم بمعالجة المشكلة وشكرا",cracks
"مروحة الحمام بغرفة الماستر لا تعمل",ac_ventilation
"رائحة كريهه مصدرها كرسي الحمام يرجى ازالته فقط لان البيت اصبح راحته كالمجاري. اعلم انكم لا تهتمون لا اطلب منكم استبداله لان ذالك يبدو غالي عليكم و انما اطلب سباك يزيله فقط لكي اقفل الفتحه التي تاتي منها الريح . وان لم تستجيبو اليوم فان حسابكم عند الله و الله الحسيب الرقيب .",drainage
"صفاية السطح مسدودة محتاجة تسليك وتنظيف",drainage
"الحوش البوية طاحت و جهات كثيره منتفخه و فيها اثار رطوبه. يحتاج عزل اولا و بعدها ضرب بوين",paints
"لدي نمل في الحوش كذلك لا يوجد نظافه امام باب الشارع منذ اسبوع وعدم ري حديقة باب الشارع",pest_control
"مضخه الخزان الارضي لا تعمل لدفع الماء للخزان العلوي تصغير فتحات النوافذ للدور الاول",pumps
"يوجد مشكلتين في حمامين مختلفين حسب التالي وحسب الصور المرفقة: ١- تسريب مستمر في احد الشطافات مما تسبب في ظهور صدأ على غطاء فتحة التصريف ٢- انغلاق فتحة الصرف لأحد المغاسل وعدم التمكن من فتحها",plumbing
"1_ لدي تشققات خارجية تحتاج الى معالجة وعزل واعادة دهان 2_ الانتركوم يحتاج الى صيانة الكاميرة غير واضحه 3_ درابزين الدرج مرتخي 4_ مروحة الشفط للغرفة الماستر تم اصلاحها مرتين ولا زالت نفس المشكلة تحتاج تغيير 5_ باب يحتاج الى وزنية للإغلاق بسلاسة 6_كرسي افرنجي في تقشير 7_ الكهرباء يأشر كامل البيت",cracks
"لدي مشكلى بكثرت النمل والحشرات بالجوار وداخل المنزل وارجو منكم ارسال المختصين لمعالجة الوضع",pest_control
"يوجد تجمع مياه في حمام غرفة الماستر .. نحتاج الى تعديل ميول وتغيير بلاط مكسور برجاء اخذ الموعد على يوم السبت القادم",grading
"محابس الماء في حمام غير مثبتة بشكل جيد، وتوجد رائحة في حمامين و سيفون الحمام الرئيسي يحتاج تثبيت بالجدار ولسان باب أحد الحمامات عالق لا يتحرك مما يمنع إغلاق الباب يدون قفله",plumbing
"انتفاخات في البوية وتم معالجتها مرتين وتكررت وسببت تشوه وتم رفع طلب موخراً رقم 0185604 وتعذر معالجتها خلال وقت الأمطار",paints
"روائح كريهه ومياه صفراء",drainage
